order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO-10505,95,394,2021-09-19,2021-10-02,,141.52,2,70.76
SO-10680,72,59,2019-08-07,2019-08-12,2019-08-19,157.1,2,78.55
SO-10592,26,146,2019-12-15,2019-12-19,2019-12-23,305.74,2,152.87
SO-10682,3,426,2019-07-17,2019-07-24,2019-08-03,2688.88,1,2688.88
SO-10684,85,88,2023-11-29,2023-12-12,2023-12-21,329.08,4,82.27
SO-10664,25,273,2022-03-30,2022-04-11,2022-04-16,565.35,3,188.45
SO-10688,38,405,2019-09-01,2019-09-07,2019-09-10,155.19,1,155.19
SO-10691,63,108,2018-11-30,2018-12-13,2018-12-20,192.55,5,38.51
SO-10694,48,256,2023-10-27,2023-11-04,2023-11-06,292.14,3,97.38
SO-10696,35,298,2022-07-01,2022-07-12,2022-07-21,427.14,1,427.14
SO-10697,40,218,2022-03-25,2022-04-04,2022-04-06,403.44,3,134.48
SO-10700,46,118,2024-07-19,2024-07-20,2024-07-27,306.65,5,61.33
SO-10069,41,140,2022-04-16,2022-04-17,2022-04-19,2062.6,4,515.65
SO-10705,70,330,2018-11-17,2018-11-30,2018-12-04,114.06,2,57.03
SO-10706,87,169,2020-10-21,2020-10-26,2020-11-05,42.81,3,14.27
SO-10709,95,279,2020-12-05,2020-12-06,2020-12-10,242.61,3,80.87
SO-10712,97,336,2018-02-18,2018-02-26,2018-03-08,645.1,5,129.02
SO-10715,96,108,2023-04-28,2023-05-02,2023-05-10,1167.9,5,233.58
SO-10253,41,434,2020-02-09,2020-02-16,2020-02-22,1107.06,2,553.53
SO-10718,95,5,2023-08-10,2023-08-23,2023-09-02,207.96,3,69.32
SO-10721,69,154,2021-08-28,2021-09-07,2021-09-07,567.1,5,113.42
SO-10723,73,323,2024-10-05,2024-10-15,2024-10-24,164.84,4,41.21
SO-10106,61,56,2021-09-08,2021-09-18,2021-09-25,503.46,3,167.82
SO-10356,24,102,2018-10-12,2018-10-19,2018-10-23,270.4,2,135.2
SO-10726,22,168,2022-08-10,2022-08-17,2022-08-19,1736.32,1,1736.32
SO-10727,17,446,2020-04-22,2020-04-27,2020-05-03,11576.56,4,2894.14
SO-10730,88,235,2021-02-02,2021-02-06,2021-02-06,162.24,2,81.12
SO-10732,73,451,2023-07-04,2023-07-12,2023-07-19,151.2,5,30.24
SO-10734,90,432,2021-05-03,2021-05-10,2021-05-19,423.0,2,211.5
SO-10736,85,94,2024-05-18,2024-05-20,2024-05-26,66.97,1,66.97
SO-10738,86,470,2018-10-01,2018-10-13,2018-10-16,123.64,4,30.91
SO-10164,65,393,2021-08-28,2021-09-04,2021-09-11,1180.74,2,590.37
SO-10097,44,382,2022-06-24,2022-07-08,2022-07-11,394.68,4,98.67
SO-10743,60,35,2018-12-05,2018-12-14,2018-12-24,1265.22,2,632.61
SO-10521,22,430,2018-03-15,2018-03-25,2018-03-26,3686.08,2,1843.04
SO-10747,35,79,2022-12-10,2022-12-16,2022-12-18,1011.12,2,505.56
SO-10547,108,326,2023-11-12,2023-11-23,2023-12-03,88.51,1,88.51
SO-10749,32,192,2020-09-04,2020-09-08,2020-09-09,334.39,1,334.39
SO-10752,9,113,2019-01-31,2019-02-13,2019-02-23,5153.9,2,2576.95
SO-10308,72,321,2020-02-16,2020-02-26,2020-02-29,363.6,5,72.72
SO-10755,2,206,2021-07-19,2021-07-20,2021-07-26,6104.5,2,3052.25
SO-10757,6,35,2020-06-14,2020-06-21,2020-06-25,13744.6,5,2748.92
SO-10760,22,129,2019-01-24,2019-02-03,2019-02-08,8364.92,4,2091.23
SO-10763,98,453,2021-07-26,,2021-08-19,694.12,4,173.53
SO-10766,82,380,2020-08-10,2020-08-19,2020-08-28,83.47,1,83.47
SO-10769,55,388,2020-09-24,2020-10-04,2020-10-05,269.61,1,269.61
SO-10772,5,122,2024-09-15,2024-09-23,2024-09-28,6218.4,2,3109.2
SO-10774,83,417,2021-03-27,2021-04-09,2021-04-09,144.66,2,72.33
SO-10777,32,411,2020-06-30,2020-07-10,,1615.75,5,323.15
SO-10778,25,27,2019-08-03,2019-08-07,2019-08-09,163.01,1,163.01
SO-10781,11,219,2023-03-29,2023-04-03,2023-04-05,7320.72,2,3660.36
SO-10783,82,104,2021-01-18,2021-02-01,2021-02-08,104.98,1,104.98
SO-10785,65,313,2022-11-11,2022-11-24,2022-11-26,2165.6,4,541.4
SO-10787,77,276,2019-09-18,2019-09-27,2019-09-29,252.12,3,84.04
SO-10789,10,171,2019-07-14,2019-07-26,,5580.92,2,2790.46
SO-10523,48,252,2022-07-16,2022-07-23,2022-07-29,262.8,3,87.6
SO-10793,50,478,2024-05-05,2024-05-08,2024-05-11,494.36,4,123.59
SO-10052,63,326,2022-02-17,2022-03-01,2022-03-01,204.72,4,51.18
SO-10799,91,347,2018-04-26,2018-05-08,2018-05-18,403.94,2,201.97
SO-10802,75,488,2019-10-24,2019-10-25,2019-10-26,67.15,1,67.15
SO-10803,67,466,2020-02-13,2020-02-20,2020-02-22,1379.24,4,344.81
SO-10295,76,158,2022-08-13,2022-08-26,2022-08-27,68.17,1,68.17
SO-10808,51,358,2021-06-15,2021-06-16,2021-06-18,1527.88,4,381.97
SO-10811,37,376,2022-11-01,2022-11-04,2022-11-06,495.39,3,165.13
SO-10812,58,291,2020-05-20,2020-05-23,2020-05-26,223.42,1,223.42
SO-10611,57,321,2019-03-24,2019-04-07,2019-04-17,790.88,2,395.44
SO-10817,31,245,2023-06-11,2023-06-22,,447.53,1,447.53
SO-10818,13,109,2023-11-10,2023-11-23,2023-11-23,4861.52,4,1215.38
SO-10820,97,173,2024-10-11,2024-10-18,2024-10-23,353.49,3,117.83
SO-10822,86,205,2022-03-31,2022-04-10,,107.16,3,35.72
SO-10824,93,428,2019-07-23,2019-07-24,2019-08-02,62.27,1,62.27
SO-10826,58,317,2023-05-01,2023-05-10,2023-05-16,345.88,2,172.94
SO-10829,47,448,2018-07-07,2018-07-20,2018-07-25,619.6,4,154.9
SO-10831,55,481,2023-05-05,2023-05-16,2023-05-17,1141.04,4,285.26
SO-10834,101,439,2023-08-29,2023-08-30,2023-09-01,541.04,4,135.26
SO-10836,22,459,2023-01-02,2023-01-04,2023-01-11,9043.05,5,1808.61
SO-10837,14,223,2018-04-30,2018-05-03,2018-05-08,10214.16,4,2553.54
SO-10840,16,341,2019-07-11,2019-07-20,2019-07-30,7388.04,4,1847.01
SO-10843,9,330,2021-11-06,2021-11-13,2021-11-19,13836.45,5,2767.29
SO-10845,12,58,2019-01-01,2019-01-07,2019-01-16,4699.88,2,2349.94
SO-10847,74,378,2018-01-07,2018-01-12,2018-01-12,270.2,5,54.04
SO-10849,103,348,2019-06-02,2019-06-11,,837.55,5,167.51
SO-10851,19,418,2021-04-30,2021-05-14,2021-05-17,8124.16,4,2031.04
SO-10854,5,307,2021-08-04,2021-08-09,2021-08-17,3104.07,1,3104.07
SO-10855,64,150,2022-03-23,2022-03-24,2022-03-29,212.82,2,106.41
SO-10858,95,27,2020-01-04,2020-01-18,2020-01-25,273.36,4,68.34
SO-10859,71,201,2021-10-14,2021-10-21,2021-10-31,398.4,4,99.6
SO-10861,37,357,2020-03-10,2020-03-22,2020-03-30,639.08,4,159.77
SO-10862,109,479,2021-05-30,2021-06-07,2021-06-17,456.98,2,228.49
SO-10863,28,412,2020-03-12,2020-03-24,2020-04-03,336.76,1,336.76
SO-10215,49,487,2022-10-16,2022-10-27,2022-10-29,344.81,1,344.81
SO-10867,44,304,2022-11-12,2022-11-15,2022-11-25,426.2,4,106.55
SO-10870,23,335,2022-03-18,2022-03-31,2022-04-10,373.12,1,373.12
SO-10873,57,189,2018-02-17,2018-02-19,2018-02-20,401.78,1,401.78
SO-10876,74,294,2023-05-19,2023-05-24,2023-05-25,239.2,5,47.84
SO-10879,17,51,2021-08-25,2021-08-27,2021-09-04,6314.06,2,3157.03
SO-10882,63,33,2023-10-27,2023-11-10,2023-11-19,240.25,5,48.05
SO-10527,16,93,2024-09-19,2024-10-01,2024-10-03,2171.1,1,2171.1
SO-10888,21,45,2024-04-22,2024-04-27,2024-04-27,676.61,1,676.61
SO-10482,85,1,2020-10-14,2020-10-19,2020-10-19,414.5,5,82.9
SO-10893,41,268,2021-12-13,2021-12-23,2021-12-31,2556.1,5,511.22
SO-10894,19,154,2020-05-31,2020-06-03,2020-06-12,8699.05,5,1739.81
SO-10895,71,131,2020-12-03,2020-12-10,2020-12-20,166.04,2,83.02
SO-10898,19,275,2020-04-14,2020-04-16,2020-04-26,6687.03,3,2229.01
SO-10901,83,421,2023-09-26,2023-10-06,2023-10-08,287.16,4,71.79
SO-10167,32,40,2021-01-11,2021-01-13,2021-01-21,363.85,1,363.85
SO-10736,19,445,2020-07-13,2020-07-18,2020-07-18,1840.94,1,1840.94
SO-10907,68,373,2021-06-09,2021-06-19,2021-06-26,48.55,1,48.55
SO-10910,13,460,2018-07-16,2018-07-19,2018-07-24,4211.48,4,1052.87
SO-10913,77,452,2022-07-08,2022-07-16,2022-07-25,161.14,2,80.57
SO-10914,49,291,2020-12-31,2021-01-01,2021-01-11,1272.96,3,424.32
SO-10915,57,182,2023-04-04,2023-04-13,2023-04-17,1579.23,3,526.41
SO-10916,40,326,2018-12-23,2018-12-28,2019-01-03,488.25,3,162.75
SO-10917,22,295,2018-08-24,2018-08-26,,11270.05,5,2254.01
SO-10184,66,478,2019-07-13,2019-07-21,2019-07-28,2727.3,5,545.46
SO-10923,25,467,2018-01-30,2018-02-11,2018-02-17,987.1,5,197.42
SO-10926,88,312,2018-06-23,2018-07-03,2018-07-10,174.6,2,87.3
SO-10317,47,430,2019-07-01,2019-07-10,2019-07-15,165.41,1,165.41
SO-10928,107,277,2019-04-28,2019-05-03,2019-05-07,562.0,4,140.5
SO-10747,40,476,2023-10-13,2023-10-27,2023-10-27,660.08,4,165.02
SO-10931,39,182,2019-03-15,,2019-03-21,1014.3,2,507.15
SO-10934,66,461,2019-09-22,2019-09-29,2019-09-30,1725.24,4,431.31
SO-10936,39,187,2022-10-21,2022-10-24,2022-11-01,1370.55,3,456.85
SO-10938,96,223,2018-01-24,2018-01-30,2018-02-02,191.89,1,191.89
SO-10939,21,342,2020-03-26,2020-04-03,2020-04-13,1535.43,3,511.81
SO-10940,42,385,2022-06-26,2022-07-05,2022-07-11,1033.94,2,516.97
SO-10943,2,393,2020-08-26,2020-08-27,,9068.34,3,3022.78
SO-10205,63,43,2022-10-23,2022-10-27,2022-11-05,96.56,2,48.28
SO-10948,32,342,2022-10-24,2022-10-28,2022-11-04,365.78,1,365.78
SO-10508,81,325,2019-09-02,2019-09-06,2019-09-07,105.28,2,52.64
SO-10954,26,47,2018-07-28,2018-08-04,2018-08-10,755.55,5,151.11
SO-10956,8,262,2022-10-16,2022-10-27,2022-10-27,4743.39,3,1581.13
SO-10957,41,459,2018-07-14,2018-07-17,2018-07-17,482.07,1,482.07
SO-10960,13,221,2020-01-28,2020-02-02,2020-02-09,3335.94,3,1111.98
SO-10961,43,185,2022-01-20,2022-02-01,2022-02-10,652.6,5,130.52
SO-10962,14,67,2024-10-01,2024-10-03,2024-10-03,13544.2,5,2708.84
SO-10964,13,39,2024-02-17,2024-02-27,2024-03-03,3787.38,3,1262.46
SO-10965,17,99,2022-09-09,2022-09-18,2022-09-22,18822.85,5,3764.57
SO-10967,9,248,2022-09-13,2022-09-22,2022-09-30,2139.22,1,2139.22
SO-10970,8,407,2020-02-19,2020-03-02,2020-03-08,7687.92,4,1921.98
SO-10973,50,288,2022-05-18,,2022-06-03,291.6,3,97.2
SO-10974,102,263,2023-02-09,2023-02-18,2023-02-26,459.36,3,153.12
SO-10275,29,24,2023-12-26,2023-12-30,2024-01-03,284.93,1,284.93
SO-10978,32,422,2020-05-10,2020-05-19,2020-05-20,359.88,1,359.88
SO-10981,71,136,2019-07-02,2019-07-09,2019-07-18,242.7,3,80.9
SO-10982,94,495,2021-02-19,2021-02-22,2021-02-26,40.06,1,40.06
SO-10983,93,382,2022-04-14,2022-04-25,2022-04-29,282.45,5,56.49
SO-10986,81,414,2022-06-08,2022-06-11,2022-06-18,116.98,2,58.49
SO-10988,24,236,2020-01-28,2020-02-11,2020-02-13,303.04,2,151.52
SO-10990,21,454,2019-12-29,2020-01-12,2020-01-18,2625.1,5,525.02
SO-10157,52,52,2023-11-28,2023-12-01,2023-12-01,1137.8,5,227.56
SO-10130,17,128,2018-12-09,2018-12-14,2018-12-16,13696.2,5,2739.24
SO-10996,110,363,2018-12-15,2018-12-19,2018-12-21,831.84,4,207.96
SO-10998,20,125,2018-08-17,2018-08-26,2018-08-30,14949.3,5,2989.86
SO-11001,108,213,2019-08-04,2019-08-05,2019-08-08,83.58,1,83.58
SO-10281,50,352,2019-04-06,2019-04-14,2019-04-16,97.82,1,97.82
SO-11005,47,473,2018-12-14,2018-12-15,2018-12-24,303.64,2,151.82
SO-11006,86,352,2021-05-20,2021-05-30,2021-06-03,107.22,3,35.74
SO-11008,104,465,2018-11-09,2018-11-22,2018-11-22,232.26,2,116.13
SO-11010,105,35,2019-04-09,2019-04-19,2019-04-25,83.19,3,27.73
SO-11012,41,254,2022-10-03,2022-10-11,2022-10-17,3095.6,5,619.12
SO-10671,50,215,2024-02-29,2024-03-08,2024-03-16,536.25,5,107.25
SO-11015,68,296,2020-06-17,2020-06-29,2020-06-30,91.84,2,45.92
SO-11017,18,472,2019-03-28,2019-03-29,2019-04-03,12138.75,3,4046.25
SO-11018,107,437,2024-03-08,2024-03-15,2024-03-18,333.7,2,166.85
SO-11021,19,194,2018-04-18,2018-04-30,2018-05-06,4914.42,3,1638.14
SO-11024,112,81,2018-05-04,2018-05-07,2018-05-12,148.12,2,74.06
SO-11025,98,94,2023-04-09,2023-04-21,2023-04-23,1076.35,5,215.27
SO-11028,89,7,2021-03-20,2021-03-22,2021-03-24,17.06,1,17.06
SO-11029,51,427,2022-10-02,2022-10-13,2022-10-20,2440.0,5,488.0
SO-11030,55,477,2019-10-05,2019-10-10,2019-10-11,1468.2,5,293.64
SO-11031,29,201,2020-01-23,2020-02-06,2020-02-14,1514.8,5,302.96
SO-10356,52,424,2022-04-08,2022-04-11,2022-04-11,823.32,3,274.44
SO-11036,4,123,2021-03-01,2021-03-04,2021-03-12,3325.85,1,3325.85
SO-11039,26,327,2018-05-13,2018-05-17,2018-05-21,186.5,1,186.5
SO-11040,7,162,2019-01-17,2019-01-22,2019-01-22,1789.26,3,596.42
SO-11042,93,183,2019-06-15,2019-06-27,2019-07-07,52.5,1,52.5
SO-11043,4,301,2022-04-15,2022-04-23,2022-05-02,3611.12,1,3611.12
SO-11044,92,119,2020-06-02,2020-06-15,2020-06-25,47.66,2,23.83
SO-11047,78,334,2023-11-14,2023-11-27,2023-12-02,290.88,4,72.72
SO-11049,6,457,2022-05-07,2022-05-11,2022-05-14,14227.3,5,2845.46
SO-11050,104,8,2019-08-08,2019-08-21,2019-08-25,596.3,5,119.26
SO-11052,41,87,2021-04-25,2021-04-28,2021-04-29,1737.03,3,579.01
SO-11054,34,243,2020-11-14,2020-11-27,2020-12-04,845.42,2,422.71
SO-11056,52,210,2024-12-13,2024-12-24,2024-12-26,1001.8,4,250.45
SO-11059,53,260,2023-01-18,2023-01-23,2023-02-02,335.21,1,335.21
SO-11062,2,80,2019-03-08,2019-03-13,2019-03-19,6330.02,2,3165.01
SO-11065,12,179,2023-03-24,2023-04-01,2023-04-11,12303.4,5,2460.68
SO-11067,99,222,2020-03-28,2020-04-04,2020-04-09,127.78,1,127.78
SO-11069,15,143,2023-02-05,2023-02-06,2023-02-14,9106.06,2,4553.03
SO-10142,100,195,2018-09-13,2018-09-26,2018-10-01,1103.12,4,275.78
SO-11075,55,139,2020-10-29,2020-11-09,2020-11-11,270.03,1,270.03
SO-11077,112,215,2023-11-20,2023-11-24,2023-12-04,231.06,3,77.02
SO-11079,22,102,2021-12-01,2021-12-08,2021-12-15,7996.56,4,1999.14
SO-11082,74,200,2018-02-10,2018-02-19,2018-02-28,92.08,2,46.04
SO-11085,96,423,2021-07-20,2021-07-21,2021-07-23,975.68,4,243.92
SO-11088,53,135,2023-11-03,2023-11-15,2023-11-15,1477.08,4,369.27
SO-11091,13,19,2020-06-14,2020-06-26,2020-06-29,5005.36,4,1251.34
SO-11092,25,498,2024-06-20,2024-06-21,2024-06-26,460.83,3,153.61
SO-11095,64,333,2023-02-11,2023-02-18,2023-02-24,274.35,3,91.45
SO-11096,23,235,2022-10-21,2022-10-27,2022-10-29,1763.25,5,352.65
SO-11099,88,224,2021-03-06,2021-03-18,2021-03-27,95.97,1,95.97
SO-10584,53,54,2023-07-27,2023-08-08,2023-08-17,1401.15,5,280.23
SO-11104,28,115,2023-02-06,2023-02-15,2023-02-21,317.52,1,317.52
SO-11106,53,465,2022-06-10,2022-06-11,2022-06-16,646.56,2,323.28
SO-11108,87,124,2018-01-18,2018-01-25,2018-01-25,13.42,1,13.42
SO-11111,77,163,2021-10-04,2021-10-07,2021-10-16,320.28,4,80.07
SO-11112,103,478,2024-06-24,2024-07-01,2024-07-03,752.36,4,188.09
SO-11114,30,51,2019-06-02,2019-06-11,2019-06-12,1920.65,5,384.13
SO-11117,21,486,2021-08-13,,2021-08-18,493.98,1,493.98
SO-11120,91,279,2018-11-19,2018-11-29,2018-12-05,236.45,1,236.45
SO-11122,24,123,2020-06-27,2020-07-02,2020-07-05,823.25,5,164.65
SO-11124,85,27,2021-01-31,2021-02-02,2021-02-04,76.52,1,76.52
SO-11127,16,55,2019-08-04,2019-08-09,2019-08-13,3697.28,2,1848.64
SO-11129,13,252,2018-03-31,2018-04-07,2018-04-08,5409.8,4,1352.45
SO-11131,82,466,2023-01-21,2023-02-03,2023-02-05,170.9,2,85.45
SO-11132,16,500,2021-11-05,,2021-11-18,11013.5,5,2202.7
SO-10923,25,311,2018-05-02,2018-05-11,2018-05-11,916.05,5,183.21
SO-11134,42,71,2020-06-19,2020-06-21,2020-06-23,1646.31,3,548.77
SO-11137,38,240,2023-07-24,2023-07-31,2023-08-08,677.84,4,169.46
SO-11140,36,493,2022-05-29,2022-05-31,2022-06-09,1248.75,5,249.75
SO-11142,55,306,2021-01-17,2021-01-31,2021-02-05,1333.05,5,266.61
SO-11145,105,33,2023-01-15,2023-01-18,2023-01-18,144.2,5,28.84
SO-11148,46,204,2018-05-03,2018-05-05,2018-05-07,172.86,3,57.62
SO-11150,48,75,2021-07-11,2021-07-13,2021-07-13,289.98,3,96.66
SO-11152,30,288,2018-09-29,2018-10-06,2018-10-10,1591.65,5,318.33
SO-11155,10,294,2022-09-24,2022-10-05,2022-10-11,10405.83,3,3468.61
SO-10184,36,216,2019-05-04,2019-05-06,2019-05-13,549.98,2,274.99
SO-11159,101,439,2024-06-16,2024-06-17,2024-06-24,325.2,3,108.4
SO-11162,6,173,2018-03-08,2018-03-10,2018-03-17,3046.09,1,3046.09
SO-11164,52,41,2024-03-29,2024-04-11,2024-04-16,1085.96,4,271.49
SO-11167,16,432,2022-03-12,2022-03-22,2022-03-23,1940.25,1,1940.25
SO-11170,93,224,2020-07-16,2020-07-19,2020-07-20,119.28,2,59.64
SO-11171,89,445,2018-08-04,2018-08-09,2018-08-09,12.92,1,12.92
SO-11173,35,358,2019-11-29,2019-12-02,2019-12-11,1654.56,4,413.64
SO-11175,82,229,2019-05-17,2019-05-26,2019-06-03,187.62,2,93.81
SO-11178,62,116,2019-01-12,2019-01-17,2019-01-21,90.89,1,90.89
SO-11179,89,40,2018-11-04,2018-11-12,2018-11-12,25.5,2,12.75
SO-11180,44,107,2024-08-15,2024-08-28,2024-09-05,649.45,5,129.89
SO-11181,109,259,2019-03-09,2019-03-12,2019-03-15,643.53,3,214.51
SO-11183,25,36,2021-02-12,2021-02-19,2021-02-21,628.41,3,209.47
SO-11184,96,57,2020-09-12,2020-09-13,2020-09-20,394.58,2,197.29
SO-11185,71,44,2021-12-22,2021-12-29,2022-01-01,165.86,2,82.93
SO-11187,13,26,2022-04-16,2022-04-28,2022-05-04,2192.96,2,1096.48
SO-10757,67,222,2019-03-24,2019-04-04,2019-04-04,863.02,2,431.51
SO-11190,9,273,2019-02-18,2019-02-23,2019-02-26,12788.5,5,2557.7
SO-10840,35,254,2020-04-22,2020-04-25,2020-04-28,1480.71,3,493.57
SO-11196,90,319,2023-05-07,2023-05-19,2023-05-23,388.14,2,194.07
SO-11140,19,493,2018-02-22,2018-03-05,2018-03-12,7255.56,4,1813.89
SO-10182,77,181,2023-04-25,2023-05-05,2023-05-05,392.6,4,98.15
SO-11201,107,117,2023-11-22,2023-12-01,2023-12-03,328.52,2,164.26
SO-11203,95,180,2024-02-14,2024-02-19,2024-02-29,269.0,4,67.25
SO-11205,67,397,2024-09-06,2024-09-14,2024-09-15,1193.91,3,397.97
SO-11206,85,73,2022-01-03,2022-01-11,2022-01-11,150.12,2,75.06
SO-11207,25,472,2022-03-28,2022-04-08,2022-04-09,615.09,3,205.03
SO-10044,23,136,2021-11-29,2021-12-05,2021-12-11,1663.85,5,332.77
SO-11175,44,428,2024-11-13,2024-11-15,2024-11-21,475.16,4,118.79
SO-11215,88,76,2023-03-26,2023-04-06,2023-04-08,476.0,5,95.2
SO-11217,9,410,2021-04-22,2021-04-23,2021-04-30,2178.81,1,2178.81
SO-11218,56,181,2018-01-03,2018-01-04,2018-01-08,151.6,2,75.8
SO-10183,20,489,2018-12-19,2018-12-31,2019-01-04,7928.22,2,3964.11
SO-11222,61,478,2021-12-23,2021-12-27,2022-01-06,754.72,4,188.68
SO-11224,77,160,2019-12-11,2019-12-21,2019-12-27,288.54,3,96.18
SO-11226,71,103,2021-05-18,2021-05-23,2021-05-24,263.1,3,87.7
SO-11228,13,71,2023-11-27,2023-12-05,2023-12-10,6715.45,5,1343.09
SO-11230,53,237,2018-04-24,2018-05-03,2018-05-03,1116.16,4,279.04
SO-10706,66,192,2019-06-06,2019-06-16,2019-06-24,2889.5,5,577.9
SO-11234,60,414,2023-10-23,2023-10-31,2023-10-31,505.11,1,505.11
SO-11235,106,149,2024-05-05,2024-05-13,2024-05-18,20.13,1,20.13
SO-11238,27,265,2019-08-14,2019-08-23,2019-08-30,985.2,2,492.6
SO-11240,93,480,2018-01-27,2018-02-09,,294.9,5,58.98
SO-11241,67,50,2020-10-09,2020-10-13,2020-10-14,1267.16,4,316.79
SO-11243,52,248,2020-01-24,2020-02-07,2020-02-10,1206.6,5,241.32
SO-11244,56,75,2018-03-30,2018-04-02,2018-04-04,142.24,2,71.12
SO-10803,38,342,2019-02-14,2019-02-24,2019-03-03,471.18,3,157.06
SO-11248,19,15,2021-03-06,2021-03-14,2021-03-15,9243.25,5,1848.65
SO-11251,80,228,2018-06-24,2018-06-30,,230.72,4,57.68
SO-11254,110,441,2023-08-24,2023-08-28,2023-09-02,924.05,5,184.81
SO-10769,73,174,2023-02-26,2023-03-10,2023-03-12,116.79,3,38.93
SO-11259,61,311,2020-01-09,2020-01-19,2020-01-27,891.65,5,178.33
SO-11049,80,425,2022-07-12,2022-07-14,2022-07-14,57.17,1,57.17
SO-11264,98,119,2020-08-27,2020-08-29,2020-08-31,876.24,4,219.06
SO-10671,5,434,2018-10-26,,2018-11-08,17483.55,5,3496.71
SO-11267,18,327,2024-06-08,2024-06-17,2024-06-20,6675.12,2,3337.56
SO-11268,56,417,2023-12-05,2023-12-18,2023-12-21,81.85,1,81.85
SO-11269,1,185,2022-07-30,2022-08-09,2022-08-17,3857.27,1,3857.27
SO-10202,64,98,2020-04-29,2020-05-09,2020-05-16,457.25,5,91.45
SO-10167,55,321,2022-03-21,2022-04-04,2022-04-05,1318.3,5,263.66
SO-10964,77,277,2021-09-17,2021-09-18,2021-09-21,298.65,3,99.55
SO-11277,10,274,2024-06-14,2024-06-18,2024-06-26,15729.95,5,3145.99
SO-11278,75,242,2020-12-13,2020-12-24,2020-12-24,60.72,1,60.72
SO-11279,27,281,2021-09-12,2021-09-25,2021-10-05,494.74,1,494.74
SO-11282,107,392,2018-05-25,2018-05-31,2018-06-01,622.12,4,155.53
SO-11283,35,371,2018-06-20,2018-06-22,2018-06-22,1894.32,4,473.58
SO-10070,3,477,2018-08-15,2018-08-16,2018-08-19,14697.6,5,2939.52
SO-10405,50,393,2022-03-26,2022-04-07,2022-04-09,458.4,4,114.6
SO-11287,25,176,2022-11-24,,2022-11-28,316.26,2,158.13
SO-10482,73,24,2018-03-03,2018-03-17,2018-03-20,30.68,1,30.68
SO-11243,84,456,2020-09-27,2020-10-02,2020-10-04,151.3,5,30.26
SO-11295,91,377,2022-01-02,2022-01-16,2022-01-19,937.44,4,234.36
SO-11298,32,270,2020-12-31,2021-01-06,2021-01-14,1493.75,5,298.75
SO-11300,36,41,2020-04-13,2020-04-16,2020-04-24,498.34,2,249.17
SO-11301,5,121,2022-12-09,2022-12-20,2022-12-27,2827.39,1,2827.39
SO-11303,106,495,2018-12-13,,2018-12-18,110.5,5,22.1
SO-11304,27,195,2020-01-26,2020-02-06,2020-02-12,2311.2,5,462.24
SO-11305,78,387,2021-10-09,,2021-10-27,301.7,5,60.34
SO-11307,101,374,2018-08-22,2018-09-04,2018-09-05,593.85,5,118.77
SO-11310,60,218,2024-06-03,2024-06-15,2024-06-24,2724.25,5,544.85
SO-11311,17,465,2018-03-04,2018-03-09,2018-03-19,8448.15,3,2816.05
SO-10747,5,316,2021-01-28,2021-02-03,2021-02-07,10987.62,3,3662.54
SO-11315,109,92,2022-12-23,2022-12-31,2022-12-31,748.16,4,187.04
SO-11318,28,210,2018-08-28,2018-09-07,2018-09-08,1195.47,3,398.49
SO-11320,99,403,2021-02-05,2021-02-10,2021-02-17,247.56,2,123.78
SO-11321,15,336,2018-06-07,2018-06-10,2018-06-20,22193.7,5,4438.74
SO-10769,92,133,2020-11-20,2020-11-21,2020-12-01,66.57,3,22.19
SO-11106,15,262,2018-11-14,2018-11-18,2018-11-21,12184.98,3,4061.66
SO-11326,19,13,2021-08-30,2021-09-09,2021-09-14,6648.87,3,2216.29
SO-11328,80,16,2019-10-19,2019-10-25,2019-10-25,175.44,3,58.48
SO-11330,66,367,2023-09-13,2023-09-26,2023-10-05,1765.05,3,588.35
SO-11331,49,391,2018-11-18,2018-11-20,2018-11-23,1988.95,5,397.79
SO-11334,16,434,2023-12-02,2023-12-15,2023-12-15,10567.9,5,2113.58
SO-11337,38,467,2020-09-26,2020-10-02,2020-10-05,407.31,3,135.77
SO-11339,94,491,2022-08-07,2022-08-13,2022-08-14,121.08,3,40.36
SO-11340,58,403,2022-09-12,2022-09-16,2022-09-25,470.6,2,235.3
SO-11343,18,311,2020-12-02,2020-12-15,2020-12-19,10231.41,3,3410.47
SO-11346,64,324,2020-03-22,2020-03-25,2020-04-01,85.62,1,85.62
SO-11348,96,52,2019-06-02,2019-06-16,2019-06-16,721.24,4,180.31
SO-11351,50,463,2022-09-26,2022-10-02,2022-10-04,457.76,4,114.44
SO-11353,76,312,2024-11-30,2024-12-02,2024-12-02,70.36,1,70.36
SO-11355,95,428,2022-11-20,2022-11-25,2022-12-02,157.48,2,78.74
SO-11358,11,78,2018-02-01,2018-02-11,2018-02-20,12663.18,3,4221.06
SO-11361,76,144,2019-02-01,2019-02-05,2019-02-09,247.44,4,61.86
SO-11363,37,166,2022-04-23,2022-04-29,2022-05-01,312.86,2,156.43
SO-11365,67,143,2024-06-13,2024-06-23,2024-06-28,356.41,1,356.41
SO-11366,22,148,2020-11-28,2020-12-08,2020-12-09,4167.64,2,2083.82
SO-11367,4,307,2018-06-12,2018-06-21,2018-06-29,6502.84,2,3251.42
SO-11370,55,375,2022-12-28,2023-01-06,2023-01-08,1141.48,4,285.37
SO-10443,56,253,2020-12-13,2020-12-15,2020-12-17,257.25,3,85.75
